race_analysis_id,event_id,driver,team,start_lap,end_lap,position_delta,phase,event_type,evidence_type,confidence,note
2026-01-albert_park,2026-01-albert_park-pos-0001,ALB,Williams,2,2,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0100,LEC,Ferrari,21,21,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-10-spa,2026-10-spa-pos-0101,LEC,Ferrari,23,23,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-10-spa,2026-10-spa-pos-0102,LEC,Ferrari,34,34,-1.0,closing,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0103,LIN,Racing Bulls,8,8,1.0,opening,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-10-spa,2026-10-spa-pos-0104,LIN,Racing Bulls,12,12,-1.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0105,LIN,Racing Bulls,17,17,-5.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-10-spa,2026-10-spa-pos-0106,LIN,Racing Bulls,18,18,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-10-spa,2026-10-spa-pos-0107,LIN,Racing Bulls,20,20,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-10-spa,2026-10-spa-pos-0108,LIN,Racing Bulls,21,21,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-10-spa,2026-10-spa-pos-0109,NOR,McLaren,5,5,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0110,NOR,McLaren,7,7,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0111,NOR,McLaren,9,9,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0112,NOR,McLaren,12,12,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0113,NOR,McLaren,18,18,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-10-spa,2026-10-spa-pos-0114,NOR,McLaren,19,19,2.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-10-spa,2026-10-spa-pos-0115,NOR,McLaren,21,21,2.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-10-spa,2026-10-spa-pos-0116,NOR,McLaren,23,23,-1.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0117,NOR,McLaren,26,26,-1.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0118,NOR,McLaren,29,29,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-10-spa,2026-10-spa-pos-0119,NOR,McLaren,30,30,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-10-spa,2026-10-spa-pos-0120,NOR,McLaren,31,31,-3.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-10-spa,2026-10-spa-pos-0121,NOR,McLaren,32,32,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-10-spa,2026-10-spa-pos-0122,OCO,Haas F1 Team,3,3,1.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-10-spa,2026-10-spa-pos-0123,OCO,Haas F1 Team,6,6,2.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0124,OCO,Haas F1 Team,7,7,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0125,OCO,Haas F1 Team,15,15,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-10-spa,2026-10-spa-pos-0126,OCO,Haas F1 Team,17,17,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-10-spa,2026-10-spa-pos-0127,OCO,Haas F1 Team,21,21,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-10-spa,2026-10-spa-pos-0128,OCO,Haas F1 Team,24,24,-1.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0129,PER,Cadillac,2,2,-1.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-10-spa,2026-10-spa-pos-0130,PER,Cadillac,3,3,1.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-10-spa,2026-10-spa-pos-0131,PER,Cadillac,5,5,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0132,PER,Cadillac,6,6,2.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0133,PER,Cadillac,7,7,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0134,PER,Cadillac,12,12,-3.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-10-spa,2026-10-spa-pos-0135,PIA,McLaren,9,9,-1.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0136,PIA,McLaren,18,18,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-10-spa,2026-10-spa-pos-0137,PIA,McLaren,21,21,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-10-spa,2026-10-spa-pos-0138,PIA,McLaren,30,30,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0139,PIA,McLaren,40,40,-1.0,closing,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0140,SAI,Williams,11,11,-1.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0141,SAI,Williams,12,12,-1.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0142,SAI,Williams,15,15,-2.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-10-spa,2026-10-spa-pos-0143,SAI,Williams,21,21,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-10-spa,2026-10-spa-pos-0144,SAI,Williams,24,24,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0145,STR,Aston Martin,2,2,3.0,opening,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-10-spa,2026-10-spa-pos-0146,STR,Aston Martin,5,5,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0147,STR,Aston Martin,6,6,-2.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0148,STR,Aston Martin,8,8,-1.0,opening,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-10-spa,2026-10-spa-pos-0149,STR,Aston Martin,9,9,-1.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0150,STR,Aston Martin,12,12,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0151,VER,Red Bull Racing,6,6,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-10-spa,2026-10-spa-pos-0152,VER,Red Bull Racing,17,17,-2.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-10-spa,2026-10-spa-pos-0153,VER,Red Bull Racing,18,18,-2.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-10-spa,2026-10-spa-pos-0154,VER,Red Bull Racing,21,21,2.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-10-spa,2026-10-spa-pos-0155,VER,Red Bull Racing,29,29,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0001,ALB,Williams,2,2,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0002,ALB,Williams,5,5,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0003,ALB,Williams,8,8,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0004,ALB,Williams,16,16,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0005,ALB,Williams,17,17,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0006,ALB,Williams,18,18,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0007,ALB,Williams,23,23,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0008,ALB,Williams,25,25,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0009,ALB,Williams,26,26,-3.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0010,ALB,Williams,27,27,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0011,ALB,Williams,36,36,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0012,ALB,Williams,39,39,-1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0013,ALB,Williams,42,42,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0014,ALB,Williams,44,44,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0015,ALB,Williams,55,55,-1.0,closing,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0016,ALB,Williams,56,56,1.0,closing,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0017,ALO,Aston Martin,5,5,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0018,ALO,Aston Martin,15,15,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0019,ALO,Aston Martin,17,17,2.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0020,ALO,Aston Martin,20,20,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0021,ALO,Aston Martin,21,21,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0022,ALO,Aston Martin,22,22,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0023,ALO,Aston Martin,24,24,-1.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0024,ALO,Aston Martin,25,25,-1.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0025,ALO,Aston Martin,26,26,-2.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0026,ALO,Aston Martin,30,30,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0027,ALO,Aston Martin,33,33,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0028,ALO,Aston Martin,35,35,-5.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0029,ALO,Aston Martin,36,36,2.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0030,ALO,Aston Martin,37,37,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0031,ALO,Aston Martin,38,38,2.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0032,ALO,Aston Martin,55,55,-1.0,closing,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0033,ALO,Aston Martin,60,60,1.0,closing,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0034,ANT,Mercedes,14,14,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0035,ANT,Mercedes,15,15,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0036,ANT,Mercedes,16,16,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0037,ANT,Mercedes,17,17,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0038,ANT,Mercedes,18,18,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0039,ANT,Mercedes,23,23,-5.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0040,ANT,Mercedes,30,30,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0041,ANT,Mercedes,34,34,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0042,ANT,Mercedes,36,36,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0043,ANT,Mercedes,40,40,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0044,ANT,Mercedes,41,41,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0045,ANT,Mercedes,46,46,-1.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0046,ANT,Mercedes,54,54,-4.0,closing,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0047,ANT,Mercedes,56,56,1.0,closing,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0048,ANT,Mercedes,57,57,1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0049,ANT,Mercedes,58,58,1.0,closing,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0050,BEA,Haas F1 Team,4,4,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0051,BEA,Haas F1 Team,16,16,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0052,BEA,Haas F1 Team,17,17,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0053,BEA,Haas F1 Team,18,18,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0054,BEA,Haas F1 Team,22,22,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0055,BEA,Haas F1 Team,23,23,-5.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0056,BEA,Haas F1 Team,27,27,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0057,BEA,Haas F1 Team,35,35,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0058,BEA,Haas F1 Team,41,41,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0059,BEA,Haas F1 Team,42,42,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0060,BEA,Haas F1 Team,55,55,2.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0061,BEA,Haas F1 Team,56,56,1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0062,BOR,Audi,8,8,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0063,BOR,Audi,14,14,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0064,BOR,Audi,16,16,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0065,BOR,Audi,20,20,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0066,BOR,Audi,21,21,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0067,BOR,Audi,22,22,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0068,BOR,Audi,28,28,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0069,BOR,Audi,29,29,-2.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0070,BOR,Audi,30,30,-4.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0071,BOR,Audi,33,33,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0072,BOR,Audi,38,38,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0073,BOR,Audi,40,40,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0074,BOR,Audi,43,43,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0075,BOR,Audi,56,56,1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0076,BOR,Audi,59,59,-2.0,closing,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0077,BOT,Cadillac,2,2,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0078,BOT,Cadillac,3,3,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0079,BOT,Cadillac,9,9,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0080,BOT,Cadillac,14,14,-2.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0081,COL,Alpine,6,6,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0082,COL,Alpine,15,15,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0083,COL,Alpine,16,16,-4.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0084,COL,Alpine,18,18,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0085,COL,Alpine,19,19,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0086,COL,Alpine,23,23,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0087,COL,Alpine,26,26,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0088,COL,Alpine,35,35,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0089,COL,Alpine,38,38,-2.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0090,COL,Alpine,41,41,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0091,COL,Alpine,56,56,2.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0092,COL,Alpine,60,60,-1.0,closing,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0093,GAS,Alpine,12,12,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0094,GAS,Alpine,16,16,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0095,GAS,Alpine,17,17,-5.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0096,GAS,Alpine,18,18,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0097,GAS,Alpine,19,19,2.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0098,GAS,Alpine,22,22,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0099,GAS,Alpine,26,26,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0100,GAS,Alpine,30,30,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0101,GAS,Alpine,38,38,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-11-hungaroring,2026-11-hungaroring-pos-0102,GAS,Alpine,61,61,1.0,closing,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-11-hungaroring,2026-11-hungaroring-pos-0103,HAD,Red Bull Racing,14,14,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
